1761098345744,-3.7962132,2.8396823,8.775079
1761098345748,-3.7674992,2.8438697,8.765508
1761098345749,-3.7393837,2.8145576,8.775079
1761098345751,-3.7208393,2.7948167,8.78465
1761098345753,-3.7118661,2.7708886,8.812766
1761098345755,-3.6981075,2.7511477,8.807981
1761098345758,-3.6646078,2.745764,8.883952
1761098345760,-3.6460636,2.7409782,8.846265
1761098345762,-3.6077783,2.754139,8.945567
1761098345765,-3.5647075,2.748755,8.912666
1761098345767,-3.5270207,2.7385855,8.931808
1761098345769,-3.4695928,2.7613173,8.950353
1761098345771,-3.4223347,2.7511477,8.917452
1761098345774,-3.3511481,2.7451658,8.903095
1761098345776,-3.3176486,2.7493532,8.917452
1761098345778,-3.289533,2.7343981,8.888738
1761098345780,-3.246462,2.7481568,8.879167
1761098345783,-3.2321053,2.7667012,8.888738
1761098345785,-3.2177482,2.7714868,8.879167
1761098345787,-3.21715,2.7906294,8.883952
1761098345789,-3.2123644,2.7954152,8.874381
1761098345792,-3.2129626,2.7858438,8.883952
1761098345794,-3.2602208,2.7912276,8.893523
1761098345796,-3.2883365,2.801397,8.893523
1761098345798,-3.3266218,2.792424,8.921639
1761098345801,-3.3457642,2.7643085,8.940782
1761098345803,-3.3696926,2.769094,8.983852
1761098345805,-3.3840494,2.7499514,8.988638
1761098345807,-3.4037902,2.7266214,9.016754
1761098345810,-3.423531,2.6883361,9.026325
1761098345813,-3.438486,2.6452653,9.031709
1761098345814,-3.458227,2.6027927,9.036494
1761098345816,-3.4444683,2.5782664,9.069396
1761098345819,-3.4396825,2.5495524,9.078967
1761098345821,-3.455236,2.4921248,9.065208
1761098345823,-3.441477,2.4532413,9.046066
1761098345826,-3.461816,2.4005992,9.041281
1761098345828,-3.4624143,2.3623142,9.022736
1761098345830,-3.4773695,2.329413,8.975478
1761098345832,-3.4965122,2.300699,8.89472
1761098345834,-3.5347972,2.2779672,8.852247
1761098345837,-3.5682967,2.283351,8.776276
1761098345839,-3.5724843,2.3072793,8.695518
1761098345841,-3.5964124,2.3174486,8.638688
1761098345843,-3.5766716,2.341377,8.576474
1761098345846,-3.5671003,2.3461626,8.534002
1761098345848,-3.571886,2.356332,8.429316
1761098345850,-3.5856447,2.3754747,8.391629
1761098345853,-3.580261,2.4095724,8.348558
1761098345855,-3.5611184,2.437688,8.334201
1761098345857,-3.5742788,2.4765713,8.348558
1761098345859,-3.554538,2.519044,8.353344
1761098345862,-3.539583,2.562115,8.367103
1761098345864,-3.5246277,2.6051857,8.438289
1761098345866,-3.4965122,2.6045876,8.471788
1761098345869,-3.4719856,2.632703,8.542975
1761098345871,-3.4570305,2.661417,8.575876
1761098345873,-3.414558,2.6554348,8.60459
1761098345875,-3.3768709,2.635694,8.637491
1761098345877,-3.362514,2.6303103,8.66142
1761098345880,-3.339184,2.6105695,8.680562
1761098345882,-3.3116665,2.571686,8.6757765
1761098345884,-3.2787652,2.5328028,8.690134
1761098345886,-3.2368908,2.484348,8.690134
1761098345889,-3.1950164,2.4496522,8.666803
1761098345891,-3.1669009,2.4107687,8.652447
1761098345893,-3.1244283,2.391028,8.595617
1761098345896,-3.1250265,2.3718855,8.590832
1761098345898,-3.1106694,2.3718855,8.600403
1761098345900,-3.0681968,2.3515465,8.629117
1761098345903,-3.0161529,2.3312075,8.652447
1761098345904,-2.9772696,2.3832514,8.69492
1761098345907,-2.9443684,2.373082,8.747561
1761098345909,-2.9210382,2.367698,8.775677
1761098345911,-2.8779674,2.376671,8.823533
1761098345913,-2.8636105,2.3856442,8.870791
1761098345916,-2.8492537,2.376073,8.941978
1761098345918,-2.8354948,2.356332,8.989237
1761098345920,-2.8025935,2.3264217,9.05145
1761098345923,-2.760719,2.2875385,9.113065
1761098345925,-2.7469604,2.2534406,9.141779
1761098345927,-2.684747,2.25703,9.193823
1761098345929,-2.6243281,2.2031915,9.2177515
1761098345932,-2.5776682,2.1445673,9.246465
1761098345934,-2.545365,2.091327,9.284152
1761098345937,-2.4885356,2.0614166,9.327223
1761098345939,-2.484348,2.0321047,9.388838
1761098345941,-2.4514468,2.0075781,9.403194
