1760635589075,1000.55066
1760635589095,1000.5756
1760635589116,1000.5961
1760635589135,1000.60645
1760635589155,1000.5717
1760635589175,1000.5753
1760635589195,1000.5653
1760635589215,1000.5744
1760635589235,1000.53284
1760635589255,1000.5266
1760635589275,1000.565
1760635589295,1000.53906
1760635589315,1000.52563
1760635589335,1000.5214
1760635589355,1000.52423
1760635589375,1000.54004
1760635589396,1000.5547
1760635589416,1000.54175
1760635589435,1000.53503
1760635589455,1000.54065
1760635589475,1000.5247
1760635589495,1000.5161
1760635589515,1000.5116
1760635589535,1000.53015
1760635589555,1000.4916
1760635589575,1000.4966
1760635589595,1000.468
1760635589615,1000.4439
1760635589635,1000.3917
1760635589655,1000.29626
1760635589675,1000.3411
1760635589695,1000.3264
1760635589715,1000.3058
1760635589736,1000.35815
1760635589756,1000.3633
1760635589775,1000.41644
1760635589795,1000.47394
1760635589815,1000.5038
1760635589835,1000.52905
1760635589855,1000.5777
1760635589875,1000.58813
1760635589896,1000.5761
1760635589916,1000.5822
1760635589937,1000.55457
1760635589955,1000.5663
1760635589976,1000.60675
1760635589995,1000.6296
1760635590016,1000.6205
1760635590036,1000.5297
1760635590056,1000.5131
1760635590076,1000.53516
1760635590096,1000.54926
1760635590116,1000.5555
1760635590135,1000.58093
1760635590155,1000.5513
1760635590175,1000.5591
1760635590196,1000.5852
1760635590216,1000.54565
1760635590235,1000.54596
1760635590256,1000.5077
1760635590276,1000.5613
1760635590295,1000.60516
1760635590315,1000.5558
1760635590335,1000.5561
1760635590357,1000.5383
1760635590375,1000.59143
1760635590395,1000.6069
1760635590416,1000.5844
1760635590435,1000.5641
1760635590456,1000.59064
1760635590475,1000.6122
1760635590496,1000.5936
1760635590516,1000.5549
1760635590536,1000.6069
1760635590555,1000.67816
1760635590576,1000.66187
1760635590595,1000.59564
1760635590615,1000.5227
1760635590636,1000.5188
1760635590655,1000.5589
1760635590676,1000.5666
1760635590696,1000.5858
1760635590715,1000.5639
1760635590735,1000.5758
1760635590756,1000.58765
1760635590775,1000.5983
1760635590795,1000.6274
1760635590815,1000.6467
1760635590835,1000.64343
1760635590855,1000.61096
1760635590875,1000.60144
1760635590896,1000.6194
1760635590916,1000.6417
1760635590935,1000.6166
1760635590955,1000.5733
1760635590975,1000.5847
1760635591001,1000.6116
1760635591016,1000.60504
1760635591035,1000.63837
1760635591055,1000.72406
1760635591075,1000.808
1760635591095,1000.85297
1760635591115,1000.78546
1760635591135,1000.6805
1760635591155,1000.6489
1760635591175,1000.6216
1760635591195,1000.6136
1760635591215,1000.58954
1760635591235,1000.60516
1760635591255,1000.64343
1760635591275,1000.67456
1760635591295,1000.6716
1760635591315,1000.64954
1760635591335,1000.6219
1760635591355,1000.6844
1760635591375,1000.73737
1760635591396,1000.70874
1760635591415,1000.72015
1760635591435,1000.74097
1760635591455,1000.72473
1760635591475,1000.7372
1760635591495,1000.743
1760635591515,1000.79297
1760635591535,1000.78015
1760635591555,1000.78156
1760635591576,1000.778
1760635591595,1000.7128
1760635591615,1000.6428
1760635591636,1000.7703
1760635591655,1000.79236
1760635591675,1000.79095
1760635591695,1000.7652
1760635591715,1000.70874
1760635591736,1000.7478
1760635591755,1000.72174
1760635591775,1000.748
1760635591795,1000.72955
1760635591815,1000.7444
1760635591835,1000.7664
