1760988199451,-0.07422013,-0.72204274,-0.20815234
1760988199453,-0.0888809,-0.708451,-0.21548271
1760988199455,-0.10247265,-0.69974613,-0.22036964
1760988199458,-0.11713341,-0.6898196,-0.22540927
1760988199460,-0.13072516,-0.68233645,-0.23396139
1760988199462,-0.14049901,-0.6786713,-0.24007004
1760988199464,-0.15409076,-0.67363167,-0.24495697
1760988199467,-0.16630806,-0.67103547,-0.25228736
1760988199469,-0.17745635,-0.6721045,-0.258396
1760988199471,-0.18616119,-0.6768387,-0.26083946
1760988199473,-0.19730948,-0.68035114,-0.2667954
1760988199476,-0.2060143,-0.68508536,-0.27168232
1760988199479,-0.21227567,-0.691194,-0.27656925
1760988199480,-0.2209805,-0.6995934,-0.28145617
1760988199483,-0.2284636,-0.7104363,-0.2874121
1760988199485,-0.23609942,-0.72494435,-0.2947425
1760988199487,-0.23991732,-0.73945236,-0.30192015
1760988199490,-0.24633141,-0.7527387,-0.31047225
1760988199492,-0.25137106,-0.7698429,-0.31764993
1760988199494,-0.2602286,-0.7890852,-0.32482758
1760988199496,-0.2678644,-0.81214535,-0.33078352
1760988199499,-0.2742785,-0.8364272,-0.33567044
1760988199501,-0.27947086,-0.8582657,-0.34529158
1760988199503,-0.28588495,-0.88132584,-0.35246924
1760988199506,-0.28863382,-0.90087354,-0.3559817
1760988199508,-0.29367346,-0.9202685,-0.3594942
1760988199510,-0.29138273,-0.93370754,-0.3631594
1760988199512,-0.28909197,-0.9445504,-0.3643811
1760988199514,-0.28420505,-0.95447695,-0.36178493
1760988199517,-0.27947086,-0.9654725,-0.36178493
1760988199519,-0.2695443,-0.9691377,-0.35811976
1760988199521,-0.26343563,-0.97173387,-0.35323283
1760988199523,-0.25350907,-0.97066486,-0.3471242
1760988199526,-0.23869559,-0.96593064,-0.3397938
1760988199528,-0.22999077,-0.9599747,-0.33368513
1760988199530,-0.22113322,-0.9503536,-0.32528573
1760988199533,-0.20754147,-0.9407325,-0.31429017
1760988199535,-0.20234911,-0.9286679,-0.30466905
1760988199537,-0.19486602,-0.91415983,-0.29611692
1760988199539,-0.18967366,-0.90087354,-0.2828306
1760988199542,-0.18341228,-0.8863655,-0.26939157
1760988199544,-0.17944166,-0.870483,-0.25610524
1760988199546,-0.17806722,-0.8571966,-0.24022275
1760988199548,-0.18035796,-0.84620106,-0.22922719
1760988199551,-0.1826487,-0.83291477,-0.2171626
